$_id$field$id$list$title
13$59dda446bbb93116070ebc18$发行$14$['Spentzos Film Home Video', 'SF Video', 'E1 Entertainment Benelux', 'RTL Entertainment', 'Central Partnership', 'Television Inc.', '美国革命影业公司', 'Spentzos Films', 'Universal Pictures International', 'SF Norge A/S', 'Shaw Organisation', 'Svensk Filmindustri (SF) AB', 'Anchor Bay Entertainment', '美国派拉蒙影片公司', 'FS Film Oy', 'Entertainment Film Distributors Ltd.', 'International Film Distribution Consultants', 'Initial Entertainment Group (IEG)', 'Eagle Films']$参与公司-预见未来
14$59dda448bbb93116070ebc1c$发行$15$['上海东方影视发行有限责任公司', '中国电影集团公司电影发行放映分公司', '华夏电影发行有限责任公司']$参与公司-大灌篮
15$59dda44abbb93116070ebc20$发行$16$['安乐影片有限公司', '香港美亚娱乐集团', 'Golden Village Pictures', '艾回娱乐有限公司']$参与公司-赤壁（下）
16$59dda738bbb931162580eda0$发行$18$['中国电影集团公司', '大地时代电影发行（北京）有限公司']$参与公司-孔子
17$59dda73bbbb931162580eda4$联合发行$19$['上海东方影视发行有限责任公司', '华夏电影发行有限责任公司', '星美影业有限公司']$参与公司-赵氏孤儿
18$59dda73dbbb931162580eda7$联合发行$20$['中国电影集团公司', '北京紫禁城影业有限责任公司', '安乐（北京）电影发行有限公司']$参与公司-苏乞儿
19$59dda73fbbb931162580edab$发行$21$['IMAX公司', 'IMAX', 'La Géode', '美国华纳兄弟影片公司']$参与公司-哈勃望远镜3D
20$59dda745bbb931162580edb5$其他$24$['北京无限自在文化传媒股份有限公司（宣传公司）']$参与公司-叶问前传
21$59dda747bbb931162580edb9$其他$25$['中国电影集团公司（进口）']$参与公司-特工的特别任务
22$59dda749bbb931162580edbd$联合发行$26$['中国电影股份有限公司北京电影发行分公司', '中影数字电影发展（北京）有限公司', '上海天娱传媒有限公司']$参与公司-开心魔法
23$59dda74cbbb931162580edc1$其他$27$['中国电影合作制片公司（监制）']$参与公司-龙门飞甲
24$59dda74fbbb931162580edc4$其他$28$['北京远山文化传播有限公司（海报制作）']$参与公司-金陵十三钗
25$59dda751bbb931162580edc8$其他$29$['北京无限自在文化传媒股份有限公司（宣传公司）']$参与公司-遍地狼烟
26$59dda753bbb931162580edcc$发行$30$['北京新华展望传媒有限公司', '中国电影股份有限公司北京电影发行分公司']$参与公司-新月魅影
27$59dda756bbb931162580edd0$其他$31$['时光（恒业）电影营销工作室（营销）']$参与公司-倾城之泪
28$59dda758bbb931162580edd4$发行$32$['中国电影集团公司']$参与公司-亲密敌人
29$59dda75abbb931162580edd8$发行$33$['北京光线影业有限公司', '高先电影有限公司']$参与公司-极速天使
30$59dda75cbbb931162580eddc$发行$34$['Universum Film A.G. (UFA)', 'Argentina Video Home (AVH)', '台湾龙祥娱乐多媒体股份有限公司', 'Deltamac Entertainment', 'Pinema', 'Mongkol Major', 'Anchor Bay Entertainment', 'Prorom Media-Trade', 'Zon Lusomundo Audiovisuais', 'Entertainment One', 'E1', 'Village Films', 'Encore Films', 'Showgate', 'Starway Film Distribution', '环球影业', 'Entertainment One Benelux', 'Feelgood Entertainment']$参与公司-梦宅诡影
31$59dda75ebbb931162580ede0$制作$35$['牡丹江新闻传媒集团', '上海美术电影制片厂', '大鹏盛艺影视动画公司']$参与公司-智取威虎山
32$59dda760bbb931162580ede4$发行$36$['北京今典影业有限公司']$参与公司-双人床条约
33$59dda762bbb931162580ede8$发行$37$['中国电影集团公司']$参与公司-玩命狙击
34$59dda764bbb931162580edec$制作$38$['北京云影博纳影视发行有限责任公司', '北京艾柏文化传媒有限公司']$参与公司-2012来了
35$59dda766bbb931162580edf0$发行$39$['Magnolia Home Entertainment', 'Deltamac Entertainment', 'VVS Films', 'Audio Visual Entertainment', 'KOCH Media Deutschland GmbH', 'Fine Films Inc.', 'Contender Entertainment Group', 'Umbrella Entertainment', 'Imagem Filmes', 'Bazuca Films', 'Audio Visual Enterprises', 'Paradiso', 'La Fabrique de Films', 'Magnolia Pictures', 'Odeon Sky Filmworks', 'Warner Bros. Española S.A.', 'Pachamama Cine']$参与公司-深度谜案
36$59dda76abbb931162580edf6$其他$41$['上海电影（集团）公司上海电影译制厂（译制）', '中国电影集团公司（进口）']$参与公司-深海之战
37$59dda76cbbb931162580edfa$其他$42$['中国电影集团公司（进口）']$参与公司-婚前试爱
38$59dda76fbbb931162580edfe$其他$43$['中国电影股份有限公司（译制）', '中国电影集团公司（进口）']$参与公司-三傻大闹宝莱坞
39$59dda771bbb931162580ee02$其他$44$['长春电影制片厂译制片分厂（译制）', '中国电影集团公司（进口）']$参与公司-整编特工
40$59dda773bbb931162580ee06$发行$45$['中国电影股份有限公司']$参与公司-硬汉2：奉陪到底
41$59dda776bbb931162580ee0a$联合发行$46$['安乐（北京）电影发行有限公司', '中国电影集团公司', '星美影业有限公司']$参与公司-最爱
42$59dda779bbb931162580ee0e$其他$47$['北京电影制片厂（译制）', '中国电影集团公司（进口）']$参与公司-变形金刚3
43$59dda77cbbb931162580ee12$联合发行$48$['我们亚博思电影发行（北京）有限公司', '北京测试账号水平有限公司', '大盛国际传媒（北京）有限公司', '北京云影博纳影视发行有限责任公司', '星美影业有限公司']$参与公司-武侠
44$59dda77ebbb931162580ee16$联合发行$49$['上海东方影视发行有限责任公司', '万达影视传媒有限公司']$参与公司-大闹天宫
45$59dda782bbb931162580ee1a$联合发行$50$['浙江博纳影视制作有限公司', '上海东方影视发行有限责任公司', '中国电影集团公司', '珠江影业传媒股份有限公司']$参与公司-喜羊羊与灰太狼之开心闯龙年
46$59dda784bbb931162580ee1e$发行$51$['浙江博纳影视制作有限公司']$参与公司-大魔术师
47$59dda786bbb931162580ee22$其他$52$['北京影行天下文化传播有限公司（营销）', '上海电影（集团）公司上海电影译制厂（译制）', '中国电影集团公司（进口）']$参与公司-大侦探福尔摩斯2：诡影游戏
48$59dda788bbb931162580ee26$联合发行$53$['中国电影股份有限公司北京电影发行分公司', '中影数字电影发展（北京）有限公司']$参与公司-逆战
49$59dda78bbbb931162580ee2a$其他$54$['中国电影集团公司（进口）']$参与公司-胡桃夹子：魔境冒险
50$59dda78dbbb931162580ee2e$联合出品$55$['中国电影股份有限公司', '云南电影集团有限责任公司', '印纪影视娱乐传媒有限公司', '北京唐德国际电影文化有限公司']$参与公司-亲家过年
51$59dda78fbbb931162580ee32$其他$56$['中国电影合作制片公司（监制）']$参与公司-八星抱喜
52$59dda792bbb931162580ee36$发行$57$['北京光线影业有限公司', '星美影业有限公司']$参与公司-新天生一对
53$59dda794bbb931162580ee3a$发行$58$['中国电影集团公司']$参与公司-饭局也疯狂
54$59dda796bbb931162580ee3e$其他$59$['北京鸿水文化传媒有限公司（营销）', '时光（恒业）电影营销工作室（营销）']$参与公司-惊魂游戏
55$59dda798bbb931162580ee42$发行$60$['上海炫映影视传播有限公司', '上海光悦影视传播有限公司', '福建恒业影业有限公司']$参与公司-变身男女
56$59dda79abbb931162580ee46$其他$61$['上海电影（集团）公司上海电影译制厂（译制）', '中国电影集团公司（进口）']$参与公司-碟中谍4
57$59dda79dbbb931162580ee4a$发行$62$['四川太平洋电影院线有限公司']$参与公司-喜酒
58$59dda79fbbb931162580ee4e$发行$63$['中国电影集团公司']$参与公司-绝录求生
59$59dda7a0bbb931162580ee52$发行$64$['中国电影股份有限公司', '上海东方影视发行有限责任公司', '上海炫动传播股份有限公司']$参与公司-开心大冒险
60$59dda7a3bbb931162580ee56$其他$65$['台湾索尼音乐娱乐股份有限公司（宣传）', '中国电影集团公司（进口）']$参与公司-那些年，我们一起追的女孩
61$59dda7a5bbb931162580ee5a$发行$66$['中国电影股份有限公司', '福建恒业影业有限公司']$参与公司-杀手欧阳盆栽
62$59dda7a7bbb931162580ee5e$其他$67$['八一电影制片厂（译制）', '中国电影集团公司（进口）']$参与公司-铁血精英
63$59dda7aabbb931162580ee62$其他$68$['中国电影集团公司（进口）']$参与公司-夺命金
64$59dda7acbbb931162580ee66$其他$69$['中国电影集团公司（进口）']$参与公司-豪门生死恋
65$59dda7b0bbb931162580ee6c$联合发行$71$['大盛国际传媒（北京）有限公司']$参与公司-超时空救兵
66$59dda7b2bbb931162580ee70$发行$72$['中国电影股份有限公司北京电影发行分公司', '大地时代电影发行（北京）有限公司']$参与公司-就是闹着玩的
67$59dda7b4bbb931162580ee74$制作$73$['河北电影制片厂', '领头羊影视传媒有限公司']$参与公司-七个隆咚锵咚锵
68$59dda7b6bbb931162580ee78$联合发行$74$['中影数字电影发展（北京）有限公司', '河南奥斯卡电影院线有限责任公司']$参与公司-自古英雄出少年之岳飞
69$59dda7b8bbb931162580ee7c$发行$75$['中国电影股份有限公司北京电影发行分公司']$参与公司-嫁个100分男人
70$59dda7babbb931162580ee80$发行$76$['博纳影业集团股份有限公司']$参与公司-真心话大冒险
71$59dda7bcbbb931162580ee84$其他$77$['中国电影股份有限公司（译制）', '中国电影集团公司（进口）']$参与公司-机械师
72$59dda7bebbb931162580ee88$联合发行$78$['福建恒业影业有限公司', '中国电影股份有限公司北京电影发行分公司', '北京橙天嘉禾影视制作有限公司']$参与公司-夜店诡谈
73$59dda7c0bbb931162580ee8c$联合出品$79$['北京传世荣耀传媒文化有限公司', '深圳电影制片厂有限公司', '北京百合在线科技有限公司', '北京聚思传媒广告有限公司']$参与公司-我愿意
74$59dda7c3bbb931162580ee90$发行$80$['北京盛世新影影视发行有限公司', 'Zhejiang Bird of Paradise Culture Communication Co. Ltd.']$参与公司-女人如花
75$59dda7c5bbb931162580ee94$发行$81$['电广传媒影业（北京）有限公司', '北京百世嘉文化有限公司']$参与公司-倭寇的踪迹
76$59dda7c6bbb931162580ee98$其他$82$['凯羿国际传媒集团有限公司（联合宣发）', '上海乾朵文化传媒有限公司（联合宣发）', '天津大宋影视传媒有限公司（联合宣发）', '纳梅尼影业（北京）有限公司（联合宣发）']$参与公司-初恋时光
77$59dda7c9bbb931162580ee9c$其他$83$['中国电影股份有限公司（译制）', '中国电影集团公司（进口）']$参与公司-战马
78$59dda7cbbbb931162580eea0$发行$84$['Universal Sony Pictures Home Entertainment', 'CN Entertainment', 'Well Go', 'Tanlent Epitome Film Distribution Company', 'Scorpio East', 'Cathay-Keris Films', 'Toei Co. Ltd.', '韩国希杰娱乐公司']$参与公司-登陆之日
79$59dda7cdbbb931162580eea4$其他$85$['北京鼎闻兄弟文化传媒有限公司（宣传）']$参与公司-双城计中计
80$59dda7cfbbb931162580eea8$发行$86$['上海华宇电影发行有限公司', '中国电影集团公司']$参与公司-乌龙戏凤2012
81$59dda7d1bbb931162580eeac$其他$87$['中国电影集团公司北京电影译制厂（译制）', '中国电影集团公司（进口）']$参与公司-快乐的大脚2
82$59dda7d4bbb931162580eeb0$发行$88$['中国电影集团公司', '华夏电影发行有限责任公司', 'KOCH Media Deutschland GmbH', 'Epcott', 'Cohen Media Group']$参与公司-猎物
83$59dda7d6bbb931162580eeb4$发行$89$['北京盛世新影影视发行有限公司']$参与公司-浮出水面的影子
84$59dda7d8bbb931162580eeb7$发行$90$['北京泰阁映画影视发行有限公司']$参与公司-绝对底线
85$59dda7dbbbb931162580eeba$发行$91$['浙江博纳影视制作有限公司', '发行工作室（香港）有限公司', 'Homescreen', 'Lark Films Distribution', 'Tucker Film', 'Scorpio East', 'Cathay-Keris Films', 'Twin Co. Ltd.', 'ABC Distribution', 'Cinemien', 'Golden Screen']$参与公司-桃姐
86$59dda7ddbbb931162580eebe$其他$92$['海南传奇影业有限公司（宣传）']$参与公司-午夜微博
87$59dda7dfbbb931162580eec2$其他$93$['北京麦特文化发展有限公司（宣传）']$参与公司-钱学森
88$59dda7e1bbb931162580eec5$发行$94$['Tai Seng Video Marketing', 'Hong Kong Legends', 'Long Shore Video', '嘉禾电影有限公司', '香港美亚娱乐集团']$参与公司-新龙门客栈
89$59dda7e3bbb931162580eec9$发行$95$['Senator Home Entertainment', '锚湾娱乐', 'Argentina Video Home (AVH)', 'CatchPlay', 'Cascade Film', 'Paris Filmes', 'Odeon', 'Senator Film', 'Kino Swiat', 'Anchor Bay Entertainment', 'Prorom Media-Trade', 'Zon Lusomundo Audiovisuais', 'DeA Planeta S.L.', 'Cathay-Keris Films', 'GAGA', 'Bazuca Films', 'Paradiso', 'Paramount Pictures (Australia) Pty. Ltd.', 'Transmission', '韦恩斯坦国际影业公司', 'Paradiso Entertainment', 'Viva International Pictures', 'FS Film Oy', 'Diamond Films']$参与公司-国王的演讲
90$59dda7e5bbb931162580eecd$发行$96$['IMAX公司', 'MacGillivray Freeman Films', '米拉麦克斯影业公司', 'Hollydan Works']$参与公司-圣母峰
91$59dda7e7bbb931162580eed1$其他$97$['上海电影（集团）公司上海电影译制厂（译制）']$参与公司-单刀直入
92$59dda7eabbb931162580eed5$发行$98$['中影数字电影发展（北京）有限公司']$参与公司-双截棍
93$59dda7ecbbb931162580eed9$其他$99$['长春电影制片厂译制片分厂（译制）', '中国电影集团公司（进口）']$参与公司-红鹰侠
94$59dda7eebbb931162580eedd$发行$100$['荣诚国际文化传媒（北京）股份公司', '中国电影集团公司']$参与公司-疯狂的蠢贼
95$59dda7f1bbb931162580eee1$其他$101$['长春电影制片厂（译制）', '中国电影集团公司（进口）']$参与公司-王者之剑
96$59dda7f4bbb931162580eee7$发行$103$['Applause Pictures Limited']$参与公司-红孩儿大话火焰山
97$59dda7f6bbb931162580eeeb$发行$104$['Belga Films', 'Øst For Paradis', 'Films Distribution', '韦恩斯坦国际影业公司', 'Videofilmes Distribuidora', 'Cathay-Keris Films', 'Albatros Film', 'Mars Distribution', 'Folkets Bio', 'Metrodome Distribution', 'Notro Films']$参与公司-光荣岁月
98$59dda7f9bbb931162580eeee$其他$105$['中国电影合作制片公司（监制）']$参与公司-集结号
99$59dda7fbbbb931162580eef2$发行$106$['香港美亚娱乐集团', '华天下电影发行有限公司', '北京美亚长城影视咨询公司', '西安美亚影视文化传播有限公司', 'Shaw Organisation', 'Saigon Movies Media']$参与公司-剑蝶
100$59dda7fdbbb931162580eef6$发行$107$['Kurt Media', 'G2 Pictures']$参与公司-兵临城下之决战要塞
101$59dda7ffbbb931162580eefa$其他$108$['中国电影合作制片公司（监制）']$参与公司-情谜
102$59dda801bbb931162580eefd$联合发行$109$['中国电影集团公司']$参与公司-囧蛋奇兵
103$59dda803bbb931162580ef01$发行$110$['寰宇影片发行有限公司', '寰宇镭射录影有限公司']$参与公司-高举爱
104$59dda805bbb931162580ef05$联合发行$111$['上海新文化传媒集团股份有限公司', '北京龙腾艺都文化传媒有限公司', '北京联合影视集团有限公司', '中影数字电影发展（北京）有限公司']$参与公司-神通乡巴佬
105$59dda807bbb931162580ef09$发行$112$['Bac Films', 'PFC Vidéo']$参与公司-梦游美利坚
106$59dda809bbb931162580ef0c$发行$113$['Monolith Video', 'Kinowelt Home Entertainment', 'SF Home Entertainment', 'PlazaVista Entertainment', '二十世纪福斯家庭娱乐公司', 'RTL Entertainment', 'Pinema', 'Filmladen', 'Odeon', 'Kinowelt Filmverleih', '01 Distribuzione', 'SND', 'Anchor Bay Entertainment', '二十世纪福斯荷兰分公司', 'Hispano Foxfilms S.A.E.', '20世纪福克斯阿根廷分公司']$参与公司-史密斯夫妇
107$59dda80bbbb931162580ef10$联合发行$114$['中国电影集团公司', '星美影业有限公司']$参与公司-南京！南京！
108$59dda80dbbb931162580ef14$其他$115$['中国电影股份有限公司（译制）', '中国电影集团公司（进口）']$参与公司-非常小特工之时间大盗
109$59dda810bbb931162580ef18$发行$116$['中国电影集团公司', '邵氏兄弟（香港）有限公司', '洲立影片发行（香港）有限公司', 'Clover Films', 'Cathay-Keris Films']$参与公司-变节：潜罪犯
110$59dda813bbb931162580ef1c$其他$117$['八一电影制片厂（译制）', '中国电影集团公司（进口）']$参与公司-玩命追踪
111$59dda815bbb931162580ef20$发行$118$['Flashstar Home Vídeo', 'Eagle Entertainment', 'Dutch FilmWorks (DFW) B.V.', 'Argentina Video Home (AVH)', 'Tien', 'Lizard Cinema Trade', 'America Video Film', 'Concorde Filmverleih', 'Mediafilm', '狮门电影公司']$参与公司-孤胆义侠
112$59dda817bbb931162580ef24$发行$119$['中央新闻纪录电影制片厂']$参与公司-柳如是
113$59dda819bbb931162580ef28$制作$120$['北京全唐影视文化传媒有限公司', '北京新光映画文化传媒有限公司', '北京恒融康投资有限公司']$参与公司-结婚狂想曲
114$59dda81bbbb931162580ef2c$其他$121$['时光（恒业）电影营销工作室（营销）']$参与公司-索马里真相
115$59dda81dbbb931162580ef30$其他$122$['中国电影股份有限公司（译制）', '中国电影集团公司（进口）']$参与公司-异星战场
116$59dda81fbbb931162580ef34$发行$123$['吉卜力工作室', 'Aurum Producciones S.A.', 'Yleisradio (YLE)', '安乐影片有限公司', 'Intercontinental Video', 'Orlando Films Ltd.', 'RUSCICO', 'Lucky Red', '日本东宝株式会社', 'Gébéka Films', 'Triangelfilm', 'Troma Team Video', 'Cinema Mondo', '50th Street Films', '华特·迪士尼影片公司']$参与公司-龙猫
117$59dda821bbb931162580ef38$发行$124$['CJ Entertainment America', '韩国希杰娱乐公司']$参与公司-晚秋
118$59dda824bbb931162580ef3c$其他$125$['中国电影股份有限公司（译制）', '中国电影集团公司（进口）']$参与公司-泰坦尼克号3D
119$59dda826bbb931162580ef40$发行$126$['华谊兄弟太合影视投资有限公司', '中国电影股份有限公司北京电影发行分公司']$参与公司-饮食男女-好远又好近
120$59dda828bbb931162580ef44$发行$127$['New Wave']$参与公司-初到东京
121$59dda82abbb931162580ef48$联合发行$128$['美亚华天下电影发行有限公司', '香港美亚娱乐集团']$参与公司-春娇与志明
122$59dda82cbbb931162580ef4c$发行$129$['华夏电影发行有限责任公司']$参与公司-关于爱情和那些魔鬼
123$59dda82dbbb931162580ef4f$发行$130$['华夏电影发行有限责任公司']$参与公司-我和你
124$59dda82fbbb931162580ef53$发行$131$['华夏电影发行有限责任公司']$参与公司-爱在廊桥
125$59dda832bbb931162580ef57$发行$132$['中影数字电影发展（北京）有限公司']$参与公司-车在囧途
126$59dda834bbb931162580ef5b$其他$133$['中国电影合作制片公司（监制）']$参与公司-台北飘雪
127$59dda836bbb931162580ef5f$其他$134$['上海炫映影视传播有限公司（宣传）']$参与公司-死亡迷局
128$59dda837bbb931162580ef63$制作$135$['中央新闻纪录电影制片厂', '中国教育电视台', '杭州市委宣传部']$参与公司-仰望星空
129$59dda839bbb931162580ef67$发行$136$['银都电影发行有限公司', '安乐（北京）电影发行有限公司', '中国电影股份有限公司北京分公司', '中影数字电影发展（北京）有限公司']$参与公司-大追捕
130$59dda83cbbb931162580ef6b$发行$137$['中国电影股份有限公司']$参与公司-神马都是浮云
131$59dda83ebbb931162580ef6f$发行$138$['中国电影股份有限公司北京电影发行分公司', '星汇天姬（北京）影视传媒有限公司', '上海东方影视发行有限责任公司', '福建恒业影业有限公司']$参与公司-绣花鞋
132$59dda840bbb931162580ef73$发行$139$['美国广播公司', '华纳家庭视频公司', 'Argentina Video Home (AVH)', 'Warner Bros. GmbH', '美国华纳兄弟影片公司', 'Warner Bros. Española S.A.']$参与公司-叛逆性骚扰
133$59dda842bbb931162580ef77$发行$140$['Fandango', 'Kinowelt Filmverleih', 'Kinowelt Home Entertainment', 'Madman Entertainment Pty. Ltd.', 'Impuls Home Entertainment', 'Homescreen', 'Gussi Films', 'Filmladen', 'Triangelfilm', 'Filmcoopi Zürich', '米拉麦克斯影业公司', 'Cinemien', 'Karma Films', 'CDI Films']$参与公司-色戒
134$59dda843bbb931162580ef7b$制作$141$['北京电影制片厂']$参与公司-早春二月
135$59dda845bbb931162580ef7f$发行$142$['EuroVideo', 'E Stars Films', 'ITI Cinema', 'MFA Filmdistribution']$参与公司-盗走达芬奇
136$59dda848bbb931162580ef82$发行$143$['Mega Star Video Distribution', 'Applause Entertainment', '甲上娱乐有限公司', '天映娱乐', 'Shaw Organisation', 'Pan Européenne Distribution', 'Wild Side Films']$参与公司-如果·爱
137$59dda84abbb931162580ef86$制作$144$['北京电影制片厂']$参与公司-风暴
138$59dda84bbbb931162580ef8a$发行$145$['北京新华展望传媒有限公司', '中国电影集团公司发行放映分公司', '中国电影集团数字电影院线公司', '华夏电影发行有限责任公司']$参与公司-落叶归根
139$59dda84ebbb931162580ef8e$联合发行$146$['北京保利博纳电影发行有限公司', '中国电影集团公司', '北京慈文影视制作有限公司', '北京光线影业有限公司']$参与公司-铁三角
140$59dda850bbb931162580ef92$发行$147$['北京光线影业有限公司', '中影数字院线（北京）有限公司', 'Encore Films', '安乐影片有限公司', '骄阳电影有限公司', 'Cathay-Keris Films']$参与公司-蝴蝶飞
141$59dda856bbb931162580ef96$发行$148$['中影数字院线（北京）有限公司', '中国电影集团公司']$参与公司-追爱总动员
142$59dda858bbb931162580ef9a$发行$149$['Paramount Japan', 'Zon Lusomundo Audiovisuais', 'Paramount Pictures Entertainment', 'Forumcinemas', '美国派拉蒙影片公司', 'Solar Entertainment']$参与公司-穿靴子的猫
143$59dda85abbb931162580ef9e$发行$150$['Entertainment in Video', 'Argentina Video Home (AVH)', 'RTL Entertainment', 'Rai4', 'Net5', 'Karo Premiere', 'Telepool GmbH', '美国新线电影公司', 'Village Films', 'Warner Bros. GmbH', 'GAGA', '美国华纳兄弟影片公司', 'FS Film Oy', 'Distribution Company', 'Lotte Entertainment']$参与公司-地心历险记
144$59dda85cbbb931162580efa2$其他$151$['长春电影制片厂译制片分厂（译制）', '中国电影集团公司（进口）']$参与公司-蓝精灵
145$59dda85fbbb931162580efa6$其他$152$['中国电影合作制片公司（监制）']$参与公司-三国之见龙卸甲
146$59dda861bbb931162580efaa$其他$153$['中国电影集团公司进口分公司（引进）']$参与公司-戏王之王
147$59dda862bbb931162580efae$制作$154$['辽宁电影制片厂', '韩国自联映画社', '长春电影制片厂']$参与公司-耳朵大有福
148$59dda864bbb931162580efb2$发行$155$['Image Entertainment Inc.']$参与公司-误入歧途
149$59dda866bbb931162580efb6$发行$156$['La Géode', 'MacGillivray Freeman Films']$参与公司-神秘的尼罗河
150$59dda868bbb931162580efba$联合发行$157$['华夏电影发行有限责任公司', '中影数字电影发展（北京）有限公司']$参与公司-匹夫
151$59dda86bbbb931162580efbe$其他$158$['北京启泰远洋文化传媒有限公司（宣传公司）']$参与公司-大话西游之大圣娶亲
152$59dda86cbbb931162580efc2$制作$159$['八一电影制片厂']$参与公司-四渡赤水 上下集
153$59dda86ebbb931162580efc6$制作$160$['青岛华仁国际影视策划公司', '北京龙凤呈祥影视文化公司']$参与公司-海洋朋友
154$59dda870bbb931162580efc9$发行$161$['台湾龙祥娱乐多媒体股份有限公司', 'Shaw Organisation']$参与公司-云水谣
155$59dda872bbb931162580efcd$联合发行$162$['上海东方影视发行有限责任公司', '中国电影集团公司电影发行放映分公司', '华夏电影发行有限责任公司', '北京世纪佳映文化发展有限公司']$参与公司-画皮
156$59dda874bbb931162580efd1$发行$163$['Belga Films', 'Intercontinental Video', 'Concorde Home Entertainment', 'Summit Home Entertainment', '最后阶段娱乐公司', 'Transeuropa Video Entertainment (TVE)', '北京光线影业有限公司', '泛亚影业有限公司', '嘉禾电影有限公司', 'United King Films', 'PVR Pictures', 'Paris Filmes', 'Odeon', 'Kadokawa Pictures', 'Kadokawa Entertainment', 'SND', 'Monolith', 'Hoyts Distribution', 'Zon Lusomundo Audiovisuais', 'DeA Planeta S.L.', 'KD Media', 'Seville Pictures', 'Hollywood Classic Entertainment', 'Golden Village Pictures', 'Bazuca Films', 'Summit Distribution', '美国顶峰娱乐影片公司', 'Cinestar', 'Alfa Films', 'International Film Distribution Consultants']$参与公司-阿童木
157$59dda876bbb931162580efd5$其他$164$['北京电影制片厂（译制）', '中国电影集团公司（进口）']$参与公司-危情时速
158$59dda878bbb931162580efd9$联合发行$165$['星美影业有限公司', '中国电影集团公司电影发行放映分公司']$参与公司-我的唐朝兄弟
159$59dda87abbb931162580efdd$制作$166$['北京爱奇星悦影视文化传播有限公司', '北京水晶石影视动画科技有限公司', '北京上造影视文化有限公司', '西安曲江影视投资（集团）有限公司']$参与公司-大明宫传奇
160$59dda87cbbb931162580efe1$发行$167$['北京众道电影发行有限公司', '中国电影集团公司']$参与公司-筑梦2008
161$59dda87ebbb931162580efe5$其他$168$['中国电影集团公司（进口）']$参与公司-海洋
162$59dda880bbb931162580efe9$其他$169$['上海电影（集团）公司上海电影译制厂（译制）', '中国电影集团公司（进口）']$参与公司-丁丁历险记
163$59dda883bbb931162580efed$其他$170$['中国电影集团公司（进口）']$参与公司-女巫季节
164$59dda886bbb931162580eff0$其他$171$['上海电影（集团）公司上海电影译制厂（译制）', '中国电影集团公司（进口）']$参与公司-功夫熊猫2
165$59dda888bbb931162580eff4$发行$172$['中国电影集团公司', '安乐（北京）电影发行有限公司', '北京完美时空文化传播有限公司']$参与公司-非常完美
166$59dda88abbb931162580eff8$其他$173$['中国电影股份有限公司（译制）', '中国电影集团公司（进口）']$参与公司-暮光之城4：破晓（上）
167$59dda88dbbb931162580effc$其他$174$['中国电影集团公司（进口）']$参与公司-敢死队
168$59ddae09bbb931167feec32f$其他$175$['中国电影合作制片公司（监制）']$参与公司-狄仁杰之通天帝国
169$59ddae0cbbb931167feec333$联合发行$176$['华夏电影发行有限责任公司', '北京影时空文化传媒有限公司']$参与公司-麦兜响当当
170$59ddae0fbbb931167feec337$其他$177$['中国电影股份有限公司（译制）', '中国电影集团公司（进口）']$参与公司-惊天战神
171$59ddae12bbb931167feec33b$制作$178$['北京保利华亿传媒文化有限公司', '香港影王朝有限公司', '北京华鼎世纪传媒投资咨询有限公司', 'Greater China Media & Entertainment']$参与公司-硬汉
172$59ddae16bbb931167feec33f$发行$179$['西安美亚影视文化传播有限公司', 'MATV Movie Asia']$参与公司-爱得起
173$59ddae1dbbb931167feec342$联合发行$180$['中影集团数字电影发展有限公司', '中国电影集团公司电影发行放映分公司']$参与公司-唐山大地震
