$_id$clist$elist$field$id$title
39$59dda76ebbb931162580edfd$['Manish Malhotra', 'Sheena Parikh', 'Raghuveer Shetty']$['Manish Malhotra', 'Sheena Parikh', 'Raghuveer Shetty']$服装师$43$演职人员-三傻大闹宝莱坞
40$59dda771bbb931162580ee01$['Mike Uguccioni', '马克•瓦利斯克']$['Mike Uguccioni', 'Marc Varisco']$视觉效果$44$演职人员-整编特工
41$59dda773bbb931162580ee05$['何钧', '罗礼贤']$['He Jun', 'Bruce Law']$武术指导$45$演职人员-硬汉2：奉陪到底
42$59dda776bbb931162580ee09$['鲍晓曦']$['Xiaoxi Bao']$视觉效果$46$演职人员-最爱
43$59dda778bbb931162580ee0d$['姜广涛']$['Guangtao Jiang']$配音演员$47$演职人员-变形金刚3
44$59dda77cbbb931162580ee11$['Nopawat Likitwong', 'Traithep Wongpaiboon']$['Traithep Wongpaiboon']$音效$48$演职人员-武侠
45$59dda77ebbb931162580ee15$['严定宪']$['Yan Ding Xian']$艺术指导$49$演职人员-大闹天宫
46$59dda781bbb931162580ee19$['黎瑞刚', '梁伯韬', '钟小秋']$['Ruigang Li', 'Bo-tao Liang', 'Xiao-qiu Zhong']$制片人$50$演职人员-喜羊羊与灰太狼之开心闯龙年
47$59dda783bbb931162580ee1d$['董玮']$['Stephen']$武术指导$51$演职人员-大魔术师
48$59dda786bbb931162580ee21$['Angela Barson', 'Chas Jarrett', 'Seth Maury', 'Sirio Quintavalle']$['Angela Barson', 'Chas Jarrett', 'Seth Maury', 'Sirio Quintavalle']$视觉效果$52$演职人员-大侦探福尔摩斯2：诡影游戏
49$59dda788bbb931162580ee25$['钱嘉乐']$['Kar Lok Chin']$武术指导$53$演职人员-逆战
50$59dda78bbbb931162580ee29$['Nicholas Boughen', 'Nicholas Brooks', 'Sally Goldberg', 'John Sharp', 'Ben Shepherd', 'Payam Shohadai', 'David Vána', 'Val Wardlaw', 'Aaron Kaminar', 'Vincent Cirelli', 'Piers Hampton']$['Nicholas Boughen', 'Nicholas Brooks', 'Sally Goldberg', 'John Sharp', 'Ben Shepherd', 'David Vána', 'Val Wardlaw', 'Aaron Kaminar', 'Vincent Cirelli', 'Piers Hampton']$视觉效果$54$演职人员-胡桃夹子：魔境冒险
51$59dda78dbbb931162580ee2d$['鲍晓曦']$['Xiaoxi Bao']$视觉效果$55$演职人员-亲家过年
52$59dda78fbbb931162580ee31$['张昭', '贾跃亭', '黄子桓']$['Zhao Zhang', 'Yueting Jia', 'Edmond Wong']$制片人$56$演职人员-八星抱喜
53$59dda791bbb931162580ee35$['刘敏雄']$['Man Hung Lau']$美术指导$57$演职人员-新天生一对
54$59dda793bbb931162580ee39$['李才']$['Cai Li']$武术指导$58$演职人员-饭局也疯狂
55$59dda795bbb931162580ee3d$['杨福鼎']$['Fuding Yang']$视觉效果$59$演职人员-惊魂游戏
56$59dda797bbb931162580ee41$['郭劝']$['Quan Guo']$服装师$60$演职人员-变身男女
57$59dda79abbb931162580ee45$['约翰·诺尔', 'Dave Morley', 'Lindy DeQuattro', 'Sébastien Moreau', '罗素·厄尔', 'Mohen Leo', 'Thomas Øhlenschlæger']$['John Knoll', 'Dave Morley', 'Lindy DeQuattro', 'Sébastien Moreau', 'Russell Earl', 'Mohen Leo', 'Thomas Øhlenschlæger']$视觉效果$61$演职人员-碟中谍4
58$59dda79cbbb931162580ee49$['伊卫军']$['Weijun Yi']$编剧$62$演职人员-喜酒
59$59dda79ebbb931162580ee4d$['张建风', '王斌']$['Jian Feng Zhang', 'Bing Wang']$武术指导$63$演职人员-绝录求生
60$59dda7a0bbb931162580ee51$['关礼杰', '李绮红', '林威', '王传君', '刘倩', '郑好', '午马', '张逸杰', '刘倩']$['Eddie Kwan', 'Theresa Lee', 'Wai Lam', 'Eric', 'Qian Liu', 'Tom Zheng', 'Ma Wu', 'Yijie Zhang', 'Qian Liu']$演员$64$演职人员-开心大冒险
61$59dda7a2bbb931162580ee55$['周宜贤']$['Yi-Hsien Chou']$摄影师$65$演职人员-那些年，我们一起追的女孩
62$59dda7a5bbb931162580ee59$['黄永恒']$['Wing-Hung Wong']$摄影师$66$演职人员-杀手欧阳盆栽
63$59dda7a7bbb931162580ee5d$['Thad Beier', 'Tim Carras', '朱利安·戴蒙西', 'Glenn Melenhorst']$['Thad Beier', 'Tim Carras', 'Julian Dimsey', 'Glenn Melenhorst']$视觉效果$67$演职人员-铁血精英
64$59dda7a9bbb931162580ee61$['叶淑华']$['Sukie Yip']$艺术指导$68$演职人员-夺命金
65$59dda7acbbb931162580ee65$['Guillaume Pondard']$['Guillaume Pondard']$视觉效果$69$演职人员-豪门生死恋
66$59dda7b0bbb931162580ee6b$['麦子善']$['Marco Mak']$剪辑师$71$演职人员-超时空救兵
67$59dda7b2bbb931162580ee6f$['宗树洁', '代雨东', '李欣', '冯巩', '张会军', '王仁海', '宋双印', '王继军', '兰立新', '刘健', '汪渤', '高军', '石小兵', '杨柯令', '万军']$['Shujie Zong', 'Yu-dong Dai', 'Xin Li', 'Gong Feng', 'Huijun Zhang', 'Ren-hai Wang', 'Shuangyin Song', 'Ji-jun Wang', 'Li-xin Lan', 'Jian Liu', 'Bo Wang', 'Jun Gao', 'Xiao-bing Shi', 'Ke-ling Yang', 'Jun Wan']$制片人$72$演职人员-就是闹着玩的
68$59dda7b4bbb931162580ee73$['韩兆']$['Zhao Han']$编剧$73$演职人员-七个隆咚锵咚锵
69$59dda7b5bbb931162580ee77$['娄晓鹏']$[]$编剧$74$演职人员-自古英雄出少年之岳飞
70$59dda7b7bbb931162580ee7b$['刘京平', '黄玮麟']$['Jingping Liu', 'Wei-ling Huang']$美术指导$75$演职人员-嫁个100分男人
71$59dda7babbb931162580ee7f$['孙正初']$['Zheng-chu Sun']$美术指导$76$演职人员-真心话大冒险
72$59dda7bcbbb931162580ee83$['Greg Nelson', 'Glenn Neufeld']$['Greg Nelson', 'Glenn Neufeld']$视觉效果$77$演职人员-机械师
73$59dda7bebbb931162580ee87$['方亚熙']$['Ya Xi Fang']$剪辑师$78$演职人员-夜店诡谈
74$59dda7c0bbb931162580ee8b$['吴里璐']$['Dora Ng']$服装师$79$演职人员-我愿意
75$59dda7c2bbb931162580ee8f$['陈敏正']$['Minzheng Chen']$服装师$80$演职人员-女人如花
76$59dda7c4bbb931162580ee93$['梁婷婷']$['Ting-ting Liang']$服装师$81$演职人员-倭寇的踪迹
77$59dda7c6bbb931162580ee97$['冯凯帅']$['Kaishuai Feng']$出品人$82$演职人员-初恋时光
78$59dda7c8bbb931162580ee9b$['Ben Morris']$['Ben Morris']$视觉效果$83$演职人员-战马
79$59dda7cbbbb931162580ee9f$['Jong Ik Kang', 'Seung-hyun Son']$['Jong Ik Kang', 'Seung-hyun Son']$视觉效果$84$演职人员-登陆之日
80$59dda7cdbbb931162580eea3$['盛育滨', '刘蓬', '鲁丹', '苗俊平']$['Feng Liu', 'Dan Lu', 'Jun-ping Miao']$制片人$85$演职人员-双城计中计
81$59dda7cfbbb931162580eea7$['黄志明', '裘复善', '陈润生', '唐在扬']$['Jimmy Huang', 'Fu-shan Qiu', 'Run-sheng Chen', 'Zai-yang Tang']$制片人$86$演职人员-乌龙戏凤2012
82$59dda7d1bbb931162580eeab$['Lopsie Schwartz']$['Lopsie Schwartz']$美术指导$87$演职人员-快乐的大脚2
83$59dda7d3bbb931162580eeaf$['Laurens Ehrmann', 'François Ferracci']$['Laurens Ehrmann', 'François Ferracci']$视觉效果$88$演职人员-猎物
84$59dda7d6bbb931162580eeb3$['黄锦']$['Huang Jin']$美术指导$89$演职人员-浮出水面的影子
85$59dda7dcbbb931162580eebd$['高路', 'kirtmei', '邓科']$['Lu Gao', 'Keke']$编剧$92$演职人员-午夜微博
86$59dda7debbb931162580eec1$['智磊']$['Lei Zhi']$摄影师$93$演职人员-钱学森
87$59dda7e2bbb931162580eec8$['Thomas M. Horton', 'Derek Bird', 'Neil Cunningham']$['Thomas M. Horton', 'Derek Bird', 'Neil Cunningham']$视觉效果$95$演职人员-国王的演讲
88$59dda7e4bbb931162580eecc$['Alan G. Markowitz']$['Alan G. Markowitz']$视觉效果$96$演职人员-圣母峰
89$59dda7e7bbb931162580eed0$['Benjamin Ageorges', 'Stephane Bidault']$['Benjamin Ageorges', 'Stephane Bidault']$视觉效果$97$演职人员-单刀直入
90$59dda7e9bbb931162580eed4$['刘燕辉']$['Yan-hui Liu']$美术指导$98$演职人员-双截棍
91$59dda7ebbbb931162580eed8$['Atchariya Pinitsanpirom']$['Atchariya Pinitsanpirom']$服装师$99$演职人员-红鹰侠
92$59dda7eebbb931162580eedc$['柯星沛', '崔磊']$['Sing-Pui O', 'Lei Cui']$摄影师$100$演职人员-疯狂的蠢贼
93$59dda7f0bbb931162580eee0$['Nikolay Gachev', 'Paul Graff', 'Danail Hadzhiyski', 'Vladimir Leschinski', 'Greg Nelson', 'Abhinav Sah', 'Peter Tomov', 'Joseph A. Zaki']$['Nikolay Gachev', 'Paul Graff', 'Danail Hadzhiyski', 'Vladimir Leschinski', 'Greg Nelson', 'Abhinav Sah', 'Peter Tomov', 'Joseph A. Zaki']$视觉效果$101$演职人员-王者之剑
94$59dda7f4bbb931162580eee6$['Wei-ren Ji']$[]$编剧$103$演职人员-红孩儿大话火焰山
95$59dda7f6bbb931162580eeea$['Kevin Berger']$['Kevin Berger']$视觉效果$104$演职人员-光荣岁月
96$59dda7fabbb931162580eef1$['程小东']$['Siu Tung Ching']$武术指导$106$演职人员-剑蝶
97$59dda7fcbbb931162580eef5$['Alim Matvejchuk']$['Alim Matvejchuk']$艺术指导$107$演职人员-兵临城下之决战要塞
98$59dda7febbb931162580eef9$['张叔平']$['William Chang']$艺术指导$108$演职人员-情谜
99$59dda802bbb931162580ef00$['贾斌', '单东炳', '陈鹏振']$['Bin Jia', 'Dongbing Shan', 'Pang-chun Chan']$策划$110$演职人员-高举爱
100$59dda805bbb931162580ef04$['马志全', '林蔓儒', 'Chi-Chuen Ma']$['Zhiquan Ma', 'Man-ru Lin']$编剧$111$演职人员-神通乡巴佬
101$59dda806bbb931162580ef08$['Charlotte David']$['Charlotte David']$服装师$112$演职人员-梦游美利坚
102$59dda80bbbb931162580ef0f$['鲍晓曦']$['Xiaoxi Bao']$后期导演$114$演职人员-南京！南京！
103$59dda80dbbb931162580ef13$['Toader Alex', 'Thierry Delattre', 'Philippe Theroux', 'Scott Bogoniewski']$['Toader Alex', 'Thierry Delattre', 'Philippe Theroux', 'Scott Bogoniewski']$视觉效果$115$演职人员-非常小特工之时间大盗
104$59dda80fbbb931162580ef17$['陈忠泰']$['Zhongtai Chen']$武术指导$116$演职人员-变节：潜罪犯
105$59dda812bbb931162580ef1b$['Tom Collier', 'Sean Farrow']$['Tom Collier', 'Sean Farrow']$视觉效果$117$演职人员-玩命追踪
106$59dda815bbb931162580ef1f$['Doug Oddy', 'Geoff D.E. Scott']$['Doug Oddy', 'Geoff D.E. Scott']$视觉效果$118$演职人员-孤胆义侠
107$59dda817bbb931162580ef23$['高峰']$['Feng Gao']$制片人$119$演职人员-柳如是
108$59dda819bbb931162580ef27$['翁羽']$['Yu Weng']$美术指导$120$演职人员-结婚狂想曲
109$59dda81abbb931162580ef2b$['季伟']$['Wei Ji']$制片人$121$演职人员-索马里真相
110$59dda81cbbb931162580ef2f$['Peter Chiang', 'Ryan Cook', 'Hugh Macdonald', 'Ken McGaugh', 'Jonathan Neill', 'Paul Riddle', 'Andy Robinson', 'Sue Rowe', 'Ben Shepherd', 'Simon Stanley-Clamp']$['Ryan Cook', 'Hugh Macdonald', 'Ken McGaugh', 'Jonathan Neill', 'Paul Riddle', 'Andy Robinson', 'Sue Rowe', 'Ben Shepherd', 'Simon Stanley-Clamp']$视觉效果$122$演职人员-异星战场
111$59dda81ebbb931162580ef33$['男鹿和雄']$['Kazuo Oga']$美术指导$123$演职人员-龙猫
112$59dda821bbb931162580ef37$['赵尚景', 'Ronald Leamon']$['Sankyung Cho', 'Ronald Leamon']$服装师$124$演职人员-晚秋
113$59dda823bbb931162580ef3b$['Craig Barron', 'Mat Beck', 'Dave Carson', 'Richard E. Hollander', 'Kenneth Jones', '罗伯特·莱加托', 'Jerry Pooler', '罗伯特·斯科塔克', 'Ravindra Tamhankar', 'Bill Kent']$['Craig Barron', 'Mat Beck', 'Dave Carson', 'Richard E. Hollander', 'Kenneth Jones', 'Robert Legato', 'Jerry Pooler', 'Robert Skotak', 'Ravindra Tamhankar', 'Bill Kent']$视觉效果$125$演职人员-泰坦尼克号3D
114$59dda825bbb931162580ef3f$['李敦纲']$['Dungang Li']$美术指导$126$演职人员-饮食男女-好远又好近
115$59dda827bbb931162580ef43$['黑泽和子']$['Kazuko Kurosawa']$服装师$127$演职人员-初到东京
116$59dda829bbb931162580ef47$['黄家仪']$['Phoebe Wong']$服装师$128$演职人员-春娇与志明
117$59dda82bbbb931162580ef4b$['樊雪梅', '张岩']$['Xue Mei Fan', 'Yan Zhang']$服装师$129$演职人员-关于爱情和那些魔鬼
118$59dda82fbbb931162580ef52$['周景伦']$['Jin-lun Chou']$美术指导$131$演职人员-爱在廊桥
119$59dda832bbb931162580ef56$['汪壮']$['Zhuang Wang']$视觉效果$132$演职人员-车在囧途
120$59dda834bbb931162580ef5a$['武明']$['Ming Wu']$美术指导$133$演职人员-台北飘雪
121$59dda835bbb931162580ef5e$['阿杜']$['A-Du']$摄影师$134$演职人员-死亡迷局
122$59dda837bbb931162580ef62$['陈真']$['Zhen Chen']$导演$135$演职人员-仰望星空
123$59dda839bbb931162580ef66$['曾景祥', '黎志雄']$['Kinson Tsang', 'Zhixiong Li']$音效$136$演职人员-大追捕
124$59dda83bbbb931162580ef6a$['唐裕太']$['Yutai Tang']$摄影师$137$演职人员-神马都是浮云
125$59dda83dbbb931162580ef6e$['张世杰', '文润玲', '张可']$['Stanley Cheung', 'Runling Wen', 'Ke Zhang']$服装师$138$演职人员-绣花鞋
126$59dda83fbbb931162580ef72$['埃里克·布雷维格']$['Eric Brevig']$视觉效果$139$演职人员-叛逆性骚扰
127$59dda841bbb931162580ef76$['Natasha De Betak']$['Natasha De Betak']$服装师$140$演职人员-色戒
128$59dda843bbb931162580ef7a$['李文化']$['Wenhua Li']$摄影师$141$演职人员-早春二月
129$59dda845bbb931162580ef7e$['Ewa Eysmont-Machulska']$['Ewa Eysmont-Machulska']$服装师$142$演职人员-盗走达芬奇
130$59dda849bbb931162580ef85$['朱今明']$['Jinming Zhu']$摄影师$144$演职人员-风暴
131$59dda84bbbb931162580ef89$['Sally Cummings']$['Sally Cummings']$美术指导$145$演职人员-落叶归根
132$59dda84dbbb931162580ef8d$['马文现']$['Stephen Ma']$视觉效果$146$演职人员-铁三角
133$59dda84fbbb931162580ef91$['马文现']$['Stephen Ma']$视觉效果$147$演职人员-蝴蝶飞
134$59dda855bbb931162580ef95$['卫宁']$['Ning Wei']$美术指导$148$演职人员-追爱总动员
135$59dda857bbb931162580ef99$['Ken Bielenberg', 'Wendy Rogers']$['Ken Bielenberg', 'Wendy Rogers']$视觉效果$149$演职人员-穿靴子的猫
136$59dda859bbb931162580ef9d$['Bret St. Clair', 'Christopher Townsend', 'Thierry Delattre', 'Mathieu Dupuis', 'Alain Lachance', 'Richard Martin', 'Sébastien Moreau', 'Michael Shand']$['Bret St. Clair', 'Christopher Townsend', 'Thierry Delattre', 'Mathieu Dupuis', 'Alain Lachance', 'Richard Martin', 'Sébastien Moreau', 'Michael Shand']$视觉效果$150$演职人员-地心历险记
137$59dda85cbbb931162580efa1$['Blair Clark', 'Trent Claus', 'Rob Engle', '理查德·R·胡佛', 'Ivan Moran', 'Joseph A. Zaki', 'Jared Sandrew']$['Blair Clark', 'Trent Claus', 'Rob Engle', 'Richard R. Hoover', 'Ivan Moran', 'Joseph A. Zaki', 'Jared Sandrew']$视觉效果$151$演职人员-蓝精灵
138$59dda85ebbb931162580efa5$['庄志良', '黄明霞']$['Thomas Chong', 'Mingxia Huang']$服装师$152$演职人员-三国之见龙卸甲
139$59dda860bbb931162580efa9$['余家安']$['Bruce Yu']$艺术指导$153$演职人员-戏王之王
140$59dda862bbb931162580efad$['张薇', '刘春']$['Wei-Zhang', 'Chun-Liu']$制片人$154$演职人员-耳朵大有福
141$59dda864bbb931162580efb1$['Boris Schmidt', 'Bernd Schulze']$['Boris Schmidt', 'Bernd Schulze']$视觉效果$155$演职人员-误入歧途
142$59dda866bbb931162580efb5$['Stephen Judson']$[]$剪辑师$156$演职人员-神秘的尼罗河
143$59dda868bbb931162580efb9$['杨福鼎']$['Fuding Yang']$视觉效果$157$演职人员-匹夫
144$59dda86abbb931162580efbd$['吴承恩']$['Chengen Wu']$原著作者$158$演职人员-大话西游之大圣娶亲
145$59dda86cbbb931162580efc1$['许连庆']$['Lianqing Xu']$摄影师$159$演职人员-四渡赤水 上下集
146$59dda86ebbb931162580efc5$['黄觉', '薛咏煜', '徐筠']$['Jue Huang', 'Yongyu Xue', 'Jun Xu']$演员$160$演职人员-海洋朋友
147$59dda871bbb931162580efcc$['董玮']$['Stephen']$武术指导$162$演职人员-画皮
148$59dda874bbb931162580efd0$['Yan Chen']$['Yan Chen']$视觉效果$163$演职人员-阿童木
149$59dda876bbb931162580efd4$['Nathan McGuinness', 'Paul O`Shea']$"['Nathan McGuinness', ""Paul O'Shea""]"$视觉效果$164$演职人员-危情时速
150$59dda878bbb931162580efd8$['杜长顺']$['Chang Shun Du']$美术指导$165$演职人员-我的唐朝兄弟
151$59dda87abbb931162580efdc$['徐晋非']$[]$视觉效果$166$演职人员-大明宫传奇
152$59dda87cbbb931162580efe0$['罗凌', '杨林', '李雄', '朱奕']$['Ling Luo', 'Lam Yeung', 'Xiong Li', 'Yi Zhu']$摄影师$167$演职人员-筑梦2008
153$59dda87ebbb931162580efe4$['Hugues Namur', 'Bastien Chauvet', 'Frederic Moreau', 'Arnaud Fouquet']$['Hugues Namur', 'Bastien Chauvet', 'Arnaud Fouquet']$视觉效果$168$演职人员-海洋
154$59dda880bbb931162580efe8$['艾琳·莫兰', 'Scott E. Anderson', '乔·雷特利', 'Keith Miller']$['Eileen Moran', 'Scott E. Anderson', 'Joe Letteri', 'Keith Miller']$视觉效果$169$演职人员-丁丁历险记
155$59dda882bbb931162580efec$['Blair Clark', 'Adam Howard', '维克托·穆勒']$['Blair Clark', 'Adam Howard', 'Viktor Muller']$视觉效果$170$演职人员-女巫季节
156$59dda887bbb931162580eff3$['陈思勤']$['Second Chan']$艺术指导$172$演职人员-非常完美
157$59dda88abbb931162580eff7$['约翰·布鲁诺', 'Jeff Campbell', 'Tim Carras', 'Robin Hackl', 'Adam Howard', 'Ray McIntyre Jr.', '多蒂·斯塔灵', '菲尔·提佩', 'Yanick Wilisky', 'Edson Williams', 'Bruce Woloshyn', 'Allan Magled', 'Eric Leven', 'Adam Swaab']$['John Bruno', 'Jeff Campbell', 'Tim Carras', 'Robin Hackl', 'Adam Howard', 'Ray McIntyre Jr.', 'Dottie Starling', 'Phil Tippett', 'Yanick Wilisky', 'Edson Williams', 'Bruce Woloshyn', 'Allan Magled', 'Eric Leven', 'Adam Swaab']$视觉效果$173$演职人员-暮光之城4：破晓（上）
158$59dda88dbbb931162580effb$['Nikolay Gachev', 'Dobri Georgiev', 'Greg Nelson', 'Peter Tomov', 'Alexander Valev', 'Wes C. Caefer', 'Danail Hadzhiyski', 'Glenn Neufeld', 'Gene Warren III']$['Nikolay Gachev', 'Dobri Georgiev', 'Greg Nelson', 'Peter Tomov', 'Alexander Valev', 'Wes C. Caefer', 'Danail Hadzhiyski', 'Glenn Neufeld', 'Gene Warren III']$视觉效果$174$演职人员-敢死队
159$59ddae08bbb931167feec32e$['洪金宝']$['Sammo Hung']$武术指导$175$演职人员-狄仁杰之通天帝国
160$59ddae0cbbb931167feec332$['谢立文']$['Brian Tse']$编剧$176$演职人员-麦兜响当当
161$59ddae0ebbb931167feec336$['Raymond Gieringer', 'Simon Hughes', 'Matt Jacobs', 'Danielle Plantec', 'Jay Randall', 'Mathieu Raynault', 'Robert Rossello']$['Raymond Gieringer', 'Simon Hughes', 'Matt Jacobs', 'Danielle Plantec', 'Jay Randall', 'Mathieu Raynault', 'Robert Rossello']$视觉效果$177$演职人员-惊天战神
162$59ddae12bbb931167feec33a$['王晶', '丁晟']$['Jing Wong', 'Sheng Ding']$编剧$178$演职人员-硬汉
163$59ddae14bbb931167feec33e$['Che Kiu Lam']$['Che Kiu Lam']$美术指导$179$演职人员-爱得起
164$59ddae20bbb931167feec345$['余兴华']$['Tony Yu']$美术指导$181$演职人员-机动部队-同袍
165$59ddae22bbb931167feec349$['温波', '王钢']$['Bo Wen', 'Gang Wang']$音效$182$演职人员-让子弹飞
166$59ddae25bbb931167feec34d$['钱嘉乐']$['Kar Lok Chin']$武术指导$183$演职人员-线人
167$59ddae28bbb931167feec351$['郑杰']$['Jie Zheng']$摄影师$184$演职人员-举起手来2：追击阿多丸
168$59ddae2bbbb931167feec355$['Dariush Derakhshani', '兰迪·古', 'James Madigan', 'Zachary Kinney', 'Mark Larranaga', 'Rocco Passionino', 'Marco Recuay', 'Kris Wood']$['Dariush Derakhshani', 'Randy Goux', 'Zachary Kinney', 'Mark Larranaga', 'Rocco Passionino', 'Marco Recuay', 'Kris Wood']$视觉效果$185$演职人员-赤焰战场
169$59ddae2ebbb931167feec359$['虎靖璇']$[]$策划$186$演职人员-新少林寺
170$59ddae31bbb931167feec35d$['杜可风']$['Christopher Doyle']$摄影师$187$演职人员-海洋天堂
171$59ddae34bbb931167feec361$['Dick Edwards']$['Dick Edwards']$视觉效果$188$演职人员-寻求正义
172$59ddae37bbb931167feec365$['谭德荣']$['Tam Tak-Wing']$录音$189$演职人员-全城热恋
173$59ddae39bbb931167feec369$['韩春临']$['Chunlin Han']$美术指导$190$演职人员-80’后
